trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
269,False,"{'a': 0.9, 'e': 0.15213302140894833}",30,22,15.490518797406095,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.9, 'e': 0.15107180883637084}",25,15,18.622732680747045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.9, 'e': 0.15001799881265335}",35,0,11.092412753330716,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 1}",0
272,False,"{'a': 0.9, 'e': 0.1489715397008938}",25,14,-3.50711908888806,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
273,False,"{'a': 0.9, 'e': 0.1479323802243864}",25,11,18.056193652547794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.9, 'e': 0.1469004694641088}",20,10,15.072392240556924,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.9, 'e': 0.14587575685622736}",20,13,15.797828183216732,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.9, 'e': 0.14485819218961926}",25,3,6.358253909720375,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
277,False,"{'a': 0.9, 'e': 0.14384772560341216}",20,16,7.081736810738824,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.9, 'e': 0.14284430758454122}",25,10,27.672599144885567,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.9, 'e': 0.14184788896532272}",20,2,4.759193717894494,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
280,False,"{'a': 0.9, 'e': 0.140858420921045}",20,5,19.282962523612824,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.9, 'e': 0.13987585496757585}",25,16,14.113426745970813,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.9, 'e': 0.138900142958987}",25,14,10.127412576073889,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.9, 'e': 0.13793123708519478}",25,0,19.088114752423888,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
284,False,"{'a': 0.9, 'e': 0.13696908986961753}",30,18,-42.24214243885905,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
285,False,"{'a': 0.9, 'e': 0.13601365416684916}",25,15,-1.8918525376284494,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
286,False,"{'a': 0.9, 'e': 0.13506488316034906}",20,13,12.188292878500388,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.9, 'e': 0.13412273036014816}",30,21,16.907980002280976,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.9, 'e': 0.1331871496005706}",20,13,13.746227344492958,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.9, 'e': 0.13225809503797206}",20,4,12.805110302108874,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
290,False,"{'a': 0.9, 'e': 0.13133552114849303}",25,0,-22.93939113513074,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
291,False,"{'a': 0.9, 'e': 0.13041938272582848}",25,6,-30.787702318179676,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
292,False,"{'a': 0.9, 'e': 0.12950963487901218}",20,6,-13.23014950929419,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
293,False,"{'a': 0.9, 'e': 0.12860623303021773}",30,14,-32.41209173539669,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
294,False,"{'a': 0.9, 'e': 0.12770913291257383}",20,16,4.849918923463814,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.9, 'e': 0.1268182905679951}",25,16,4.593547473652726,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.9, 'e': 0.12593366234502845}",30,8,-7.05750337045869,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
297,False,"{'a': 0.9, 'e': 0.12505520489671398}",30,13,25.724806751886106,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.9, 'e': 0.12418287517846102}",20,4,27.32351956406927,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.9, 'e': 0.12331663044593871}",30,23,5.813941706465857,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.9, 'e': 0.1224564282529819}",20,7,9.484249831514534,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.9, 'e': 0.121602226449511}",25,7,-1.881523739191516,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
302,False,"{'a': 0.9, 'e': 0.12075398317946681}",20,0,10.53526638970321,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
303,False,"{'a': 0.9, 'e': 0.11991165687875927}",30,13,4.058595442648208,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
304,False,"{'a': 0.9, 'e': 0.11907520627323114}",20,10,-36.27208058088533,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
305,False,"{'a': 0.9, 'e': 0.1182445903766354}",25,0,13.200691924723419,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
306,False,"{'a': 0.9, 'e': 0.11741976848862698}",25,19,10.353285755862878,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.9, 'e': 0.11660070019276822}",25,19,-31.842581507590474,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
308,False,"{'a': 0.9, 'e': 0.1157873453545488}",25,11,27.03562268084977,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.9, 'e': 0.11497966411941893}",20,2,32.07840678305553,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.9, 'e': 0.1141776169108365}",25,0,15.000954464833626,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
311,False,"{'a': 0.9, 'e': 0.11338116442832771}",30,20,-8.459976860155061,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.9, 'e': 0.11259026764556165}",25,17,16.201434162744675,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.9, 'e': 0.11180488780843774}",25,0,27.444197351154624,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
314,False,"{'a': 0.9, 'e': 0.11102498643318673}",20,2,22.03122234842346,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.9, 'e': 0.11025052530448522}",20,10,17.191198652303637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.9, 'e': 0.10948146647358296}",20,13,11.180056249850054,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.9, 'e': 0.10871777225644341}",30,15,-14.31236662028475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
318,False,"{'a': 0.9, 'e': 0.10795940523189702}",30,16,23.655227752207743,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.9, 'e': 0.10720632823980793}",30,12,31.754731123554027,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.9, 'e': 0.1064585043792528}",20,10,16.766944903003118,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.9, 'e': 0.10571589700671291}",20,12,15.55311747773951,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.9, 'e': 0.10497846973427834}",20,15,2.4852985293412715,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.9, 'e': 0.10424618642786522}",20,16,7.484589784534384,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.9, 'e': 0.10351901120544502}",20,6,22.47172151549878,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.9, 'e': 0.1027969084352864}",25,15,16.093021739816592,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.9, 'e': 0.10207984273420903}",20,16,5.723267282925245,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.9, 'e': 0.10136777896585017}",25,10,10.049074906679948,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.9, 'e': 0.10066068223894266}",20,3,7.450930620588769,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
329,False,"{'a': 0.9, 'e': 0.09995851790560546}",30,0,24.359113548793225,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",1
330,False,"{'a': 0.9, 'e': 0.09926125155964566}",20,15,7.079701901233242,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.9, 'e': 0.09856884903487283}",20,8,22.775968597138327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.9, 'e': 0.09788127640342477}",25,12,14.632307377692623,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.9, 'e': 0.09719849997410487}",25,4,-7.911724056024288,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
334,False,"{'a': 0.9, 'e': 0.09652048629073155}",25,0,36.36592840616836,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
335,False,"{'a': 0.9, 'e': 0.09584720213049865}",25,13,12.185259399976283,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.9, 'e': 0.09517861450234763}",30,21,9.553519763139832,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.9, 'e': 0.09451469064535088}",20,8,1.6070928805728386,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.9, 'e': 0.09385539802710659}",25,16,13.951521012931291,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.9, 'e': 0.09320070434214457}",30,23,-8.953254639938223,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
340,False,"{'a': 0.9, 'e': 0.09255057751034329}",25,17,15.25053869411045,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.9, 'e': 0.09190498567535783}",25,7,19.176261802343284,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.9, 'e': 0.09126389720305915}",20,9,24.30630678259687,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.9, 'e': 0.09062728067998384}",25,13,5.564504537268889,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.9, 'e': 0.08999510491179491}",25,13,19.45425137636799,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.9, 'e': 0.08936733892175319}",25,12,-26.836398518544026,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
346,False,"{'a': 0.9, 'e': 0.08874395194919957}",20,15,8.882961048338363,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.9, 'e': 0.08812491344804767}",20,13,12.603928015154265,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.9, 'e': 0.08751019308528712}",25,15,-22.01726549477199,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
349,False,"{'a': 0.9, 'e': 0.08689976073949708}",25,12,15.038256075570605,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.9, 'e': 0.0862935864993705}",25,10,-2.3699112825332653,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
351,False,"{'a': 0.9, 'e': 0.08569164066224835}",30,4,32.23342473005489,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.9, 'e': 0.08509389373266411}",25,8,30.04516143532222,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.9, 'e': 0.08450031642089868}",20,8,22.48984243900301,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.9, 'e': 0.083910879641545}",30,16,22.238900393741332,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.9, 'e': 0.083325554512083}",25,0,33.3591569313759,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
356,False,"{'a': 0.9, 'e': 0.08274431235146412}",20,5,-6.207515587584027,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
357,False,"{'a': 0.9, 'e': 0.08216712467870625}",25,14,18.673651169151906,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.9, 'e': 0.08159396321149794}",20,2,27.556692179198635,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.9, 'e': 0.08102479986481265}",25,6,25.2246784671736,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.9, 'e': 0.08045960674953244}",20,15,10.940060800018198,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.9, 'e': 0.0798983561710816}",25,7,-5.95408924068851,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
362,False,"{'a': 0.9, 'e': 0.0793410206280695}",20,10,17.447431164018056,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.9, 'e': 0.07878757281094306}",20,11,9.55153209154469,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.9, 'e': 0.07823798560064842}",25,10,24.124388228163355,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.9, 'e': 0.07769223206730236}",30,16,25.15487794546143,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.9, 'e': 0.07715028546887258}",25,13,19.752961525308148,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.9, 'e': 0.07661211924986724}",30,20,21.398873025201475,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.9, 'e': 0.07607770704003398}",25,2,31.827017684736887,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.9, 'e': 0.0755470226530676}",25,2,13.194721145647623,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
370,False,"{'a': 0.9, 'e': 0.07502004008532698}",20,10,2.1285445553058118,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.9, 'e': 0.07449673351456078}",30,20,6.832642463453002,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.9, 'e': 0.07397707729864236}",20,2,31.240974431491537,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.9, 'e': 0.0734610459743132}",25,16,-8.403755523910128,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
374,False,"{'a': 0.9, 'e': 0.07294861425593517}",20,12,15.107560920341477,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.9, 'e': 0.07243975703425146}",20,13,5.404306386172559,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.9, 'e': 0.07193444937515645}",25,7,-1.6541117609873568,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
377,False,"{'a': 0.9, 'e': 0.07143266651847373}",25,12,25.820904366576524,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.9, 'e': 0.07093438387674295}",25,20,9.912521691237641,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.9, 'e': 0.07043957703401492}",25,0,22.536845500620238,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
380,False,"{'a': 0.9, 'e': 0.06994822174465536}",20,0,34.274495185142726,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
381,False,"{'a': 0.9, 'e': 0.06946029393215677}",25,3,36.80311004869975,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.9, 'e': 0.06897576968795878}",20,12,-9.168298175495057,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
383,False,"{'a': 0.9, 'e': 0.06849462527027637}",20,12,15.948375328994775,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.9, 'e': 0.06801683710293688}",25,18,11.917943594303756,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.9, 'e': 0.06754238177422452}",35,18,32.07462212458415,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.9, 'e': 0.06707123603573319}",20,8,-27.87440998059057,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
387,False,"{'a': 0.9, 'e': 0.06660337680122747}",30,18,21.924555994887527,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.9, 'e': 0.06613878114551125}",25,11,23.57139732047002,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.9, 'e': 0.06567742630330448}",20,12,16.044714216010966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.9, 'e': 0.06521928966812753}",30,12,17.699484874827824,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.9, 'e': 0.06476434879119362}",25,18,11.721048111701052,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.9, 'e': 0.06431258138030878}",20,3,-24.906879012305687,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
393,False,"{'a': 0.9, 'e': 0.0638639652987795}",30,15,20.030852835464287,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.9, 'e': 0.06341847856432796}",20,0,22.236663859005755,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
395,False,"{'a': 0.9, 'e': 0.06297609934801507}",20,6,-60.51269203392819,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
396,False,"{'a': 0.9, 'e': 0.06253680597317074}",25,0,24.77860303838636,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
397,False,"{'a': 0.9, 'e': 0.0621005769143317}",20,7,21.641995659548325,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.9, 'e': 0.061667390796186744}",25,5,33.446231026301774,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.9, 'e': 0.061237226392529445}",25,9,29.10581099388194,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.9, 'e': 0.06081006262521795}",20,7,-0.8596931881745629,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
401,False,"{'a': 0.9, 'e': 0.06038587856314221}",20,6,22.837412973271665,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.9, 'e': 0.05996465342119827}",25,17,14.926161057953454,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.9, 'e': 0.05954636655926992}",20,10,17.668686619089765,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.9, 'e': 0.05913099748121725}",20,16,7.706891812052206,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.9, 'e': 0.058718525833872284}",30,2,46.313481472278404,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.9, 'e': 0.05830893140604179}",35,18,-51.63511528472461,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
407,False,"{'a': 0.9, 'e': 0.057902194127516855}",30,1,39.48129414708919,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.9, 'e': 0.057498294068089484}",20,2,32.23426385465597,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.9, 'e': 0.05709721143657589}",20,9,17.70584770667739,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.9, 'e': 0.0566989265798469}",30,3,36.53443954158164,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.9, 'e': 0.05630341998186487}",20,5,12.679204275237156,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.9, 'e': 0.055910672262727355}",30,18,-20.961434392512242,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
413,False,"{'a': 0.9, 'e': 0.055520664177717505}",20,4,11.915942847220808,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
414,False,"{'a': 0.9, 'e': 0.05513337661636114}",20,6,15.687483016426546,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.9, 'e': 0.054748790601490266}",25,7,-10.173373200746445,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
416,False,"{'a': 0.9, 'e': 0.05436688728831322}",25,19,11.504157448923223,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.9, 'e': 0.05398764796349122}",20,14,11.17309207464303,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.9, 'e': 0.053611054044221465}",20,13,13.128647480337342,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.9, 'e': 0.05323708707732657}",30,15,26.630101926239533,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.9, 'e': 0.05286572873835037}",20,9,9.70230782642857,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.9, 'e': 0.05249696083065988}",25,8,14.3837107510265,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
422,False,"{'a': 0.9, 'e': 0.05213076528455389}",25,0,42.87207867848942,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
423,False,"{'a': 0.9, 'e': 0.051767124156377374}",25,14,18.482701859412735,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.9, 'e': 0.051406019627642255}",25,15,6.804452744482073,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.9, 'e': 0.051047434004154395}",20,0,-7.829136642105183,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
426,False,"{'a': 0.9, 'e': 0.050691349715146494}",20,16,8.02165314325855,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.9, 'e': 0.05033774931241717}",20,6,21.222956109568273,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.9, 'e': 0.049986615469475894}",25,12,25.171370673744974,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,7,35.124331479011424,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,16,7.4082441635398775,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,9,21.562421940592984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,14,9.403051330852845,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,6,23.69611864546801,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,0,15.51587769620071,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",20,6,23.47766188460114,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,10,15.197355152407896,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,12,22.840968508565453,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",35,16,34.1076121970006,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
